,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,RECOMMENDED BUILDS (SUPPORT L HEROES),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,LEGENDARY++,,,,,,,,,,,,LEGENDARY+,,,,,,,,,,,LEGENDARY,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#VALUE!,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,-
,,,,,,,,,,,,,,,,,,,,,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,Crit Rate +18%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DMG-BASED V1,,,,,,,,,DMG-BASED V2,,,,,,,,,PVE SUPPORT,,,,,,,,,PVE,,PVP,
,,,,,,,#N/A,,#N/A,,#N/A,,Speed,,,#N/A,,#N/A,,#N/A,,Speed,,,#N/A,,#N/A,,#N/A,,Crit Rate,,,#N/A,,#N/A,
,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,14/5/26,,,,,,,,,Crit Rate,,,,,,,,,Weakness Hit,,,,,,,,,Weakness Hit,,,,,,
,,HERO PROPERTIES,,,,,,,,,#N/A,,,,,,,,,#N/A,,,,,,,,,#N/A,,,,,#N/A,,#N/A,
,,FALSE,FALSE,TRUE,TRUE,,,,,,,,Weakness Hit,,,,,,,,,Crit Rate,,,,,,,,,Crit DMG,,,,,,
,,NONE,EARLY,MIDGAME,END,,Crit Rate,,All ATK (%),,,,,,,Weakness Hit,,All ATK (%),,,,,,,Crit Rate,,All ATK (%),,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,Weakness Hit,,-,,#N/A,,Crit DMG,,,Crit Rate,,-,,#N/A,,Crit DMG,,,Weakness Hit,,-,,#N/A,,All ATK (%),,,#N/A,,#N/A,
,,,#VALUE!,,,,#N/A,,#N/A,,,,,,,#N/A,,#N/A,,,,,,,#N/A,,#N/A,,,,,,,,,,
,,,,,,,,,,,,,All ATK (%),,,,,,,,,All ATK (%),,,,,,,,,Speed,,,,,,
,,,,,,,,,,,#N/A,,,,,,,,,#N/A,,,,,,,,,#N/A,,,,,#N/A,,#N/A,
,,,,,,,,,,,,,All ATK,,,,,,,,,All ATK,,,,,,,,,All ATK,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crit Rate,,All ATK (%),,#N/A,,,#N/A,,Weakness Hit,,All ATK (%),,#N/A,,,#N/A,,Crit Rate,,All ATK (%),,#N/A,,,#N/A,,,,,
,,,,,,,Weakness Hit,,-,,,,,,,Crit Rate,,-,,,,,,,Weakness Hit,,-,,,,,,,,,,
,,,,,,,NOTES:,,,,,,,,,NOTES,,,,,,,,,NOTES,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEGENDARY++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ROSIE,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Lv 30,,Lv 30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,DEF +12%,,DEF +6%,,HP +18%,,DMG Reduction +10%,,DEF +12%,,DEF +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,CC-BASED (HIGH SPEED),,,,,,,,,DEFENSIVE,,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Speed,,,,,,,,,Block Rate,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Block Rate,,,,,,,,,Effect Hit,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,TRUE,TRUE,,,,,,,,Effect Hit,,,,,,,,,Effect Resistance,,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,Effect Hit,,DMG Taken Reduction,,,,,,,HP (%),,DMG Taken Reduction,,,,,,,,,,,,,,,,,,,
,,,,,,,HP (%),,Block Rate,,,,HP (%),,,Effect Hit,,Block Rate,,,,HP (%),,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DEF (%),,,,,,,,,DEF (%),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Effect Resistance,,,,,,,,,Speed,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Effect Hit,,DMG Taken Reduction,,"Effect Hit Rate +35%
Effect Probability +10%",,,,,Effect Hit,,DMG Taken Reduction,,"Block Rate +30%
Block DMG Reduction +15%",,,,,,,,,,,,,,,,,
,,,,,,,HP (%),,Block Rate,,,,,,,HP (%),,Block Rate,,,,,,,,,,,,,,,,"While she is able to revive allies, she also has a unique passive that increases overall Effect Probability of Tank & Universal allies, regardless of type of debuff. But this may limit her to debuff-oriented teams only.",,,
,,,,,,,NOTES:,"Recommended for Death teams so that Death has a better chance to be inflicted. Alternatively, for Death teams, Gatekeeper set with Speed rolls also work (main stats see right).",,,,,,,,NOTES,Has Max HP-Based DEF Boost so will need at least 9000 HP to get up to 900 additional DEF.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ROSIE-T0,,,,,SPELLWEAVE-MWEAPON,,SPELLWEAVE-ARMOR,,REVIVE,,BLOCK,,,GATEKEEP-MWEAPON,,GATEKEEP-ARMOR,,REVIVE,,BLOCK,,,,,,,,,,,,ADVENTURE BOTH,NONE,GUILD WAR,REAL-TIME ARENA
,,,,,,,,,,,GUTS,,DEATH,,,,,,,GUTS,,DEATH,,,,,,,,,,,,INFINITE TOWER,NONE,TOTAL WAR,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEGENDARY+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BISCUIT,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,DEF +12%,,DEF +6%,,HP +18%,,DMG Reduction +10%,,DEF +12%,,DEF +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,ADVENT/CR-4567/RAIDS/TOWER,,,,,,,,,DAMAGE SUPPORT (CR-123),,,,,,,,,,,,,,,,,,PVE,,,
,,,,,,,,,,,,,Speed,,,,,,,,,Crit Rate,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Crit Rate,,,,,,,,,Crit DMG,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,TRUE,,,,,,,,Weakness Hit,,,,,,,,,Weakness Hit,,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,Weakness Hit,,Block Rate,,,,,,,Crit Rate,,All ATK (%),,,,,,,,,,,,,,,,,,,
,,,,,,,DEF (%),,DMG Taken Reduction,,,,Crit DMG,,,Crit DMG,,DMG Taken Reduction,,,,Block Rate,,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,All ATK (%),,,,,,,,,DEF (%),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,All ATK,,,,,,,,,All ATK (%),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Weakness Hit,,Block Rate,,"Block Rate +30%
Block DMG Reduction +15%",,,,,Crit Rate,,All ATK (%),,"DMG Dealt +30%
Boss DMG +40%",,,,,,,,,,,,,,,,,
,,,,,,,DEF (%),,DMG Taken Reduction,,,,,,,Crit DMG,,DMG Taken Reduction,,,,,,,,,,,,,,,,"Can likely be said to be the MOST IMPORTANT Support Hero in the game used in almost every PVE content, especially those against Bosses. Aim to T6 as soon as possible.",,,
,,,,,,,NOTES:,Usually enough for survivability. Choice of Armor main stat will depend on how much Block Rate on substats. Speed is situational but can be the Most important stat for efficient PVE runs.,,,,,,,,NOTES,"At times, Biscuit has to take the role of the mini damage dealer, particularly in Castle Rush (Mon-Wed) to clear either of the initial phases. High Crit Rate with decent Crit DMG (200%) is sufficient.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BISCUIT-T0,,,,,GATEKEEP-MWEAPON,,GATEKEEP-ARMOR,,GUTS,,BLOCK,,,AVENGER-MWEAPON,,AVENGER-ARMOR,,GUTS,,BLOCK,,,,,,,,,,,,CR-ALL,SUDDENRAID-ALL,TOWER OF TRIALS,NONE
,,,,,,,,,,,DOT,,WEAKNESS,,,,,,,DOT,,CRIT,,,,,,,,,,,,ADVENT-ALL,RAID-ALL,PUDUNGEON-ALL,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ORLY,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,Lv 30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,DEF +12%,,DEF +6%,,HP +18%,,DMG Reduction +10%,,DEF +12%,,DEF +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,HEALER SUPPORT,,,,,,,,,DEFENSIVE UTILITY,,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,HP (%),,,,,,,,,Block Rate,,,,,,,,,,,,,,,
